# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType	Bases affected (DOWNSTREAM)	Total score (DOWNSTREAM)	Length (DOWNSTREAM)	Bases affected (EXON)	Total score (EXON)	Length (EXON)	Bases affected (GENE)	Total score (GENE)	Length (GENE)	Bases affected (INTRON)	Total score (INTRON)	Length (INTRON)	Bases affected (UPSTREAM)	Total score (UPSTREAM)	Length (UPSTREAM)	Count (DOWNSTREAM)	Count (FRAME_SHIFT)	Count (INTRON)	Count (UPSTREAM)
bglF	bglF	mRNA	0	0	50	0	0	1878	0	0	1878	0	0	0	0	0	50	0	0	0	0
bglG	bglG	mRNA	0	0	50	0	0	837	0	0	837	0	0	0	0	0	50	0	0	0	0
bglH	bglH	mRNA	0	0	50	0	0	1617	0	0	1617	0	0	0	0	0	50	0	0	0	0
bglJ	bglJ	mRNA	0	0	50	0	0	528	0	0	528	0	0	0	0	0	50	0	0	0	0
bglX	bglX	mRNA	0	0	50	0	0	2298	0	0	2298	0	0	0	0	0	50	0	0	0	0
bhsA	bhsA	mRNA	0	0	50	0	0	258	0	0	258	0	0	0	0	0	50	0	0	0	0
bioA	bioA	mRNA	0	0	50	0	0	1290	0	0	1290	0	0	0	0	0	50	0	0	0	0
bioB	bioB	mRNA	1	0	50	1	0	1041	0	0	1041	0	0	0	0	0	50	1	1	0	0
bioC	bioC	mRNA	0	0	50	0	0	756	0	0	756	0	0	0	0	0	50	0	0	0	0
bioD	bioD	mRNA	0	0	50	0	0	678	0	0	678	0	0	0	0	0	50	0	0	0	0
bioF	bioF	mRNA	0	0	50	1	0	1155	0	0	1155	0	0	0	1	0	50	0	1	0	1
bioH	bioH	mRNA	0	0	50	0	0	771	0	0	771	0	0	0	0	0	50	0	0	0	0
birA	birA	mRNA	0	0	50	0	0	966	0	0	966	0	0	0	0	0	50	0	0	0	0
bisC	bisC	mRNA	0	0	50	0	0	2334	0	0	2334	0	0	0	0	0	50	0	0	0	0
blc	blc	mRNA	0	0	50	0	0	534	0	0	534	0	0	0	0	0	50	0	0	0	0
blr	blr	mRNA	0	0	50	0	0	126	0	0	126	0	0	0	0	0	50	0	0	0	0
bolA	bolA	mRNA	0	0	50	0	0	318	0	0	318	0	0	0	0	0	50	0	0	0	0
borD	borD	mRNA	0	0	50	0	0	294	0	0	294	0	0	0	0	0	50	0	0	0	0
brnQ	brnQ	mRNA	0	0	50	1	0	1320	0	0	1320	0	0	0	0	0	50	0	1	0	0
bsmA	bsmA	mRNA	0	0	50	0	0	330	0	0	330	0	0	0	0	0	50	0	0	0	0
bssR	bssR	mRNA	0	0	50	0	0	384	0	0	384	0	0	0	0	0	50	0	0	0	0
bssS	bssS	mRNA	0	0	50	0	0	255	0	0	255	0	0	0	0	0	50	0	0	0	0
btuB	btuB	mRNA	0	0	50	0	0	1845	0	0	1845	0	0	0	0	0	50	0	0	0	0
btuC	btuC	mRNA	0	0	50	0	0	981	0	0	981	0	0	0	0	0	50	0	0	0	0
btuD	btuD	mRNA	0	0	50	0	0	750	0	0	750	0	0	0	0	0	50	0	0	0	0
btuE	btuE	mRNA	0	0	50	0	0	552	0	0	552	0	0	0	0	0	50	0	0	0	0
btuF	btuF	mRNA	0	0	50	1	0	801	0	0	801	0	0	0	0	0	50	0	1	0	0
btuR	btuR	mRNA	0	0	50	0	0	591	0	0	591	0	0	0	0	0	50	0	0	0	0
cadA	cadA	mRNA	0	0	50	0	0	2148	0	0	2148	0	0	0	0	0	50	0	0	0	0
cadB	cadB	mRNA	0	0	50	0	0	1335	0	0	1335	0	0	0	0	0	50	0	0	0	0
cadC	cadC	mRNA	0	0	50	0	0	1539	0	0	1539	0	0	0	0	0	50	0	0	0	0
caiA	caiA	mRNA	0	0	50	0	0	1143	0	0	1143	0	0	0	0	0	50	0	0	0	0
caiB	caiB	mRNA	0	0	50	0	0	1218	0	0	1218	0	0	0	0	0	50	0	0	0	0
caiC	caiC	mRNA	0	0	50	0	0	1554	0	0	1554	0	0	0	0	0	50	0	0	0	0
caiD	caiD	mRNA	0	0	50	0	0	786	0	0	786	0	0	0	0	0	50	0	0	0	0
caiE	caiE	mRNA	0	0	50	0	0	591	0	0	591	0	0	0	0	0	50	0	0	0	0
caiF	caiF	mRNA	0	0	50	0	0	396	0	0	396	0	0	0	0	0	50	0	0	0	0
caiT	caiT	mRNA	0	0	50	0	0	1515	0	0	1515	0	0	0	0	0	50	0	0	0	0
can	can	mRNA	0	0	50	0	0	663	0	0	663	0	0	0	0	0	50	0	0	0	0
carA	carA	mRNA	0	0	50	0	0	1149	0	0	1149	0	0	0	0	0	50	0	0	0	0
carB	carB	mRNA	0	0	50	2	0	3222	0	0	3222	0	0	0	0	0	50	0	2	0	0
casA	casA	mRNA	0	0	50	0	0	1509	0	0	1509	0	0	0	0	0	50	0	0	0	0
casB	casB	mRNA	0	0	50	0	0	483	0	0	483	0	0	0	0	0	50	0	0	0	0
casC	casC	mRNA	0	0	50	0	0	1092	0	0	1092	0	0	0	0	0	50	0	0	0	0
casD	casD	mRNA	0	0	50	0	0	675	0	0	675	0	0	0	0	0	50	0	0	0	0
casE	casE	mRNA	0	0	50	0	0	600	0	0	600	0	0	0	0	0	50	0	0	0	0
cbl	cbl	mRNA	0	0	50	0	0	951	0	0	951	0	0	0	0	0	50	0	0	0	0
cbpA	cbpA	mRNA	0	0	50	0	0	921	0	0	921	0	0	0	0	0	50	0	0	0	0
cbpM	cbpM	mRNA	0	0	50	0	0	306	0	0	306	0	0	0	0	0	50	0	0	0	0
cbrA	cbrA	mRNA	0	0	50	0	0	1065	0	0	1065	0	0	0	0	0	50	0	0	0	0
cbrB	cbrB	mRNA	0	0	50	0	0	468	0	0	468	0	0	0	1	0	50	0	0	0	1
cbrC	cbrC	mRNA	0	0	50	0	0	588	0	0	588	0	0	0	0	0	50	0	0	0	0
cca	cca	mRNA	0	0	50	0	0	1239	0	0	1239	0	0	0	0	0	50	0	0	0	0
ccmA	ccmA	mRNA	0	0	50	1	0	624	0	0	624	0	0	0	0	0	50	0	1	0	0
ccmB	ccmB	mRNA	0	0	50	1	0	663	0	0	663	0	0	0	0	0	50	0	1	0	0
ccmC	ccmC	mRNA	0	0	50	0	0	738	0	0	738	0	0	0	0	0	50	0	0	0	0
ccmD	ccmD	mRNA	0	0	50	0	0	210	0	0	210	0	0	0	0	0	50	0	0	0	0
ccmE	ccmE	mRNA	0	0	50	0	0	480	0	0	480	0	0	0	0	0	50	0	0	0	0
ccmF	ccmF	mRNA	0	0	50	0	0	1944	0	0	1944	0	0	0	0	0	50	0	0	0	0
ccmG	ccmG	mRNA	0	0	50	0	0	558	0	0	558	0	0	0	0	0	50	0	0	0	0
ccmH	ccmH	mRNA	0	0	50	0	0	1053	0	0	1053	0	0	0	0	0	50	0	0	0	0
cdaR	cdaR	mRNA	0	0	50	1	0	1158	0	0	1158	0	0	0	0	0	50	0	1	0	0
cdd	cdd	mRNA	0	0	50	0	0	885	0	0	885	0	0	0	0	0	50	0	0	0	0
cdh	cdh	mRNA	0	0	50	0	0	756	0	0	756	0	0	0	0	0	50	0	0	0	0
cdsA	cdsA	mRNA	0	0	50	0	0	858	0	0	858	0	0	0	0	0	50	0	0	0	0
cedA	cedA	mRNA	0	0	50	0	0	243	0	0	243	0	0	0	0	0	50	0	0	0	0
cfa	cfa	mRNA	0	0	50	0	0	1149	0	0	1149	0	0	0	0	0	50	0	0	0	0
chaA	chaA	mRNA	0	0	50	0	0	1101	0	0	1101	0	0	0	0	0	50	0	0	0	0
chaB	chaB	mRNA	0	0	50	0	0	231	0	0	231	0	0	0	0	0	50	0	0	0	0
chaC	chaC	mRNA	0	0	50	0	0	696	0	0	696	0	0	0	0	0	50	0	0	0	0
chbA	chbA	mRNA	0	0	50	0	0	351	0	0	351	0	0	0	0	0	50	0	0	0	0
chbB	chbB	mRNA	0	0	50	0	0	321	0	0	321	0	0	0	0	0	50	0	0	0	0
chbC	chbC	mRNA	0	0	50	0	0	1359	0	0	1359	0	0	0	0	0	50	0	0	0	0
chbF	chbF	mRNA	0	0	50	0	0	1353	0	0	1353	0	0	0	0	0	50	0	0	0	0
chbG	chbG	mRNA	0	0	50	0	0	750	0	0	750	0	0	0	0	0	50	0	0	0	0
chbR	chbR	mRNA	0	0	50	0	0	843	0	0	843	0	0	0	0	0	50	0	0	0	0
cheA	cheA	mRNA	0	0	50	0	0	1965	0	0	1965	0	0	0	0	0	50	0	0	0	0
cheB	cheB	mRNA	0	0	50	0	0	1050	0	0	1050	0	0	0	0	0	50	0	0	0	0
cheR	cheR	mRNA	0	0	50	0	0	861	0	0	861	0	0	0	0	0	50	0	0	0	0
cheW	cheW	mRNA	0	0	50	0	0	504	0	0	504	0	0	0	0	0	50	0	0	0	0
cheY	cheY	mRNA	0	0	50	0	0	390	0	0	390	0	0	0	0	0	50	0	0	0	0
cheZ	cheZ	mRNA	0	0	50	0	0	645	0	0	645	0	0	0	0	0	50	0	0	0	0
chiA	chiA	mRNA	0	0	50	0	0	2694	0	0	2694	0	0	0	0	0	50	0	0	0	0
chiP	chiP	mRNA	0	0	50	0	0	1407	0	0	1407	0	0	0	0	0	50	0	0	0	0
chiQ	chiQ	mRNA	0	0	50	0	0	327	0	0	327	0	0	0	0	0	50	0	0	0	0
chiX	chiX	ncRNA	0	0	50	0	0	84	0	0	84	0	0	0	0	0	50	0	0	0	0
cho	cho	mRNA	0	0	50	0	0	888	0	0	888	0	0	0	0	0	50	0	0	0	0
chpB	chpB	mRNA	0	0	50	0	0	351	0	0	351	0	0	0	0	0	50	0	0	0	0
chpS	chpS	mRNA	0	0	50	0	0	252	0	0	252	0	0	0	0	0	50	0	0	0	0
cirA	cirA	mRNA	0	0	50	0	0	1992	0	0	1992	0	0	0	0	0	50	0	0	0	0
citC	citC	mRNA	0	0	50	0	0	1059	0	0	1059	0	0	0	0	0	50	0	0	0	0
citD	citD	mRNA	0	0	50	0	0	297	0	0	297	0	0	0	0	0	50	0	0	0	0
citE	citE	mRNA	0	0	50	1	0	909	0	0	909	0	0	0	0	0	50	0	1	0	0
citF	citF	mRNA	0	0	50	0	0	1533	0	0	1533	0	0	0	0	0	50	0	0	0	0
citG	citG	mRNA	0	0	50	0	0	879	0	0	879	0	0	0	0	0	50	0	0	0	0
citT	citT	mRNA	0	0	50	0	0	1464	0	0	1464	0	0	0	0	0	50	0	0	0	0
citX	citX	mRNA	0	0	50	0	0	552	0	0	552	0	0	0	0	0	50	0	0	0	0
clcA	clcA	mRNA	0	0	50	0	0	1422	0	0	1422	0	0	0	0	0	50	0	0	0	0
clcB	clcB	mRNA	0	0	50	0	0	1257	0	0	1257	0	0	0	0	0	50	0	0	0	0
cld	cld	mRNA	0	0	50	0	0	981	0	0	981	0	0	0	0	0	50	0	0	0	0
clpA	clpA	mRNA	0	0	50	0	0	2277	0	0	2277	0	0	0	0	0	50	0	0	0	0
clpB	clpB	mRNA	0	0	50	0	0	2574	0	0	2574	0	0	0	0	0	50	0	0	0	0
clpP	clpP	mRNA	0	0	50	0	0	624	0	0	624	0	0	0	0	0	50	0	0	0	0
clpS	clpS	mRNA	0	0	50	0	0	321	0	0	321	0	0	0	0	0	50	0	0	0	0
clpX	clpX	mRNA	0	0	50	0	0	1275	0	0	1275	0	0	0	0	0	50	0	0	0	0
cls	cls	mRNA	0	0	50	0	0	1461	0	0	1461	0	0	0	0	0	50	0	0	0	0
cmk	cmk	mRNA	0	0	50	0	0	684	0	0	684	0	0	0	0	0	50	0	0	0	0
cmoA	cmoA	mRNA	0	0	50	0	0	744	0	0	744	0	0	0	1	0	50	0	0	0	1
cmoB	cmoB	mRNA	0	0	50	0	0	972	0	0	972	0	0	0	0	0	50	0	0	0	0
cmtA	cmtA	mRNA	0	0	50	0	0	1389	0	0	1389	0	0	0	0	0	50	0	0	0	0
cmtB	cmtB	mRNA	0	0	50	0	0	444	0	0	444	0	0	0	0	0	50	0	0	0	0
cnu	cnu	mRNA	0	0	50	0	0	216	0	0	216	0	0	0	0	0	50	0	0	0	0
coaA	coaA	mRNA	1	0	50	0	0	951	0	0	951	0	0	0	0	0	50	1	0	0	0
coaD	coaD	mRNA	0	0	50	0	0	480	0	0	480	0	0	0	0	0	50	0	0	0	0
coaE	coaE	mRNA	0	0	50	0	0	621	0	0	621	0	0	0	0	0	50	0	0	0	0
cobB	cobB	mRNA	0	0	50	0	0	729	0	0	729	0	0	0	0	0	50	0	0	0	0
cobC	cobC	mRNA	0	0	50	0	0	612	0	0	612	0	0	0	0	0	50	0	0	0	0
cobS	cobS	mRNA	0	0	50	0	0	744	0	0	744	0	0	0	0	0	50	0	0	0	0
cobT	cobT	mRNA	0	0	50	0	0	1080	0	0	1080	0	0	0	0	0	50	0	0	0	0
cobU	cobU	mRNA	0	0	50	0	0	546	0	0	546	0	0	0	0	0	50	0	0	0	0
codA	codA	mRNA	0	0	50	0	0	1284	0	0	1284	0	0	0	0	0	50	0	0	0	0
codB	codB	mRNA	0	0	50	0	0	1260	0	0	1260	0	0	0	0	0	50	0	0	0	0
cof	cof	mRNA	0	0	50	0	0	819	0	0	819	0	0	0	0	0	50	0	0	0	0
cohE	cohE	mRNA	0	0	50	0	0	675	0	0	675	0	0	0	0	0	50	0	0	0	0
copA	copA	mRNA	0	0	50	0	0	2505	0	0	2505	0	0	0	0	0	50	0	0	0	0
corA	corA	mRNA	0	0	50	0	0	951	0	0	951	0	0	0	0	0	50	0	0	0	0
cpdA	cpdA	mRNA	0	0	50	0	0	828	0	0	828	0	0	0	0	0	50	0	0	0	0
cpdB	cpdB	mRNA	0	0	50	0	0	1944	0	0	1944	0	0	0	0	0	50	0	0	0	0
cpsB	cpsB	mRNA	0	0	50	0	0	1437	0	0	1437	0	0	0	0	0	50	0	0	0	0
cpsG	cpsG	mRNA	0	0	50	0	0	1371	0	0	1371	0	0	0	0	0	50	0	0	0	0
cpxA	cpxA	mRNA	0	0	50	0	0	1374	0	0	1374	0	0	0	0	0	50	0	0	0	0
cpxP	cpxP	mRNA	0	0	50	0	0	501	0	0	501	0	0	0	0	0	50	0	0	0	0
cpxR	cpxR	mRNA	0	0	50	0	0	699	0	0	699	0	0	0	0	0	50	0	0	0	0
crcB	crcB	mRNA	0	0	50	0	0	384	0	0	384	0	0	0	0	0	50	0	0	0	0
creA	creA	mRNA	0	0	50	0	0	474	0	0	474	0	0	0	0	0	50	0	0	0	0
creB	creB	mRNA	0	0	50	0	0	690	0	0	690	0	0	0	0	0	50	0	0	0	0
creC	creC	mRNA	0	0	50	1	0	1425	1	0	1425	0	0	0	0	0	50	0	1	0	0
creD	creD	mRNA	0	0	50	0	0	1353	0	0	1353	0	0	0	0	0	50	0	0	0	0
crl	crl	mRNA	0	0	50	0	0	402	0	0	402	0	0	0	0	0	50	0	0	0	0
croE	croE	mRNA	0	0	50	0	0	201	0	0	201	0	0	0	0	0	50	0	0	0	0
crp	crp	mRNA	0	0	50	0	0	633	0	0	633	0	0	0	0	0	50	0	0	0	0
crr	crr	mRNA	0	0	50	0	0	510	0	0	510	0	0	0	0	0	50	0	0	0	0
csdA	csdA	mRNA	0	0	50	0	0	1206	0	0	1206	0	0	0	0	0	50	0	0	0	0
csdE	csdE	mRNA	0	0	50	0	0	444	0	0	444	0	0	0	0	0	50	0	0	0	0
csdL	csdL	mRNA	0	0	50	0	0	807	0	0	807	0	0	0	0	0	50	0	0	0	0
csgA	csgA	mRNA	0	0	50	0	0	456	0	0	456	0	0	0	0	0	50	0	0	0	0
csgB	csgB	mRNA	0	0	50	0	0	456	0	0	456	0	0	0	0	0	50	0	0	0	0
csgC	csgC	mRNA	0	0	50	0	0	333	0	0	333	0	0	0	0	0	50	0	0	0	0
csgD	csgD	mRNA	0	0	50	0	0	651	0	0	651	0	0	0	0	0	50	0	0	0	0
csgE	csgE	mRNA	0	0	50	0	0	390	0	0	390	0	0	0	0	0	50	0	0	0	0
csgF	csgF	mRNA	0	0	50	0	0	417	0	0	417	0	0	0	0	0	50	0	0	0	0
csgG	csgG	mRNA	0	0	50	0	0	834	0	0	834	0	0	0	0	0	50	0	0	0	0
csiD	csiD	mRNA	0	0	50	0	0	978	0	0	978	0	0	0	0	0	50	0	0	0	0
csiE	csiE	mRNA	0	0	50	0	0	1281	0	0	1281	0	0	0	0	0	50	0	0	0	0
csiR	csiR	mRNA	0	0	50	0	0	663	0	0	663	0	0	0	0	0	50	0	0	0	0
cspA	cspA	mRNA	0	0	50	0	0	213	0	0	213	0	0	0	0	0	50	0	0	0	0
cspB	cspB	mRNA	0	0	50	0	0	216	0	0	216	0	0	0	0	0	50	0	0	0	0
cspC	cspC	mRNA	0	0	50	0	0	210	0	0	210	0	0	0	0	0	50	0	0	0	0
cspD	cspD	mRNA	0	0	50	0	0	225	0	0	225	0	0	0	0	0	50	0	0	0	0
cspE	cspE	mRNA	0	0	50	0	0	210	0	0	210	0	0	0	0	0	50	0	0	0	0
cspF	cspF	mRNA	0	0	50	0	0	213	0	0	213	0	0	0	0	0	50	0	0	0	0
cspG	cspG	mRNA	0	0	50	0	0	213	0	0	213	0	0	0	0	0	50	0	0	0	0
cspH	cspH	mRNA	0	0	50	0	0	213	0	0	213	0	0	0	0	0	50	0	0	0	0
cspI	cspI	mRNA	0	0	50	0	0	213	0	0	213	0	0	0	0	0	50	0	0	0	0
csrA	csrA	mRNA	0	0	50	0	0	186	0	0	186	0	0	0	0	0	50	0	0	0	0
csrB	csrB	ncRNA	0	0	50	0	0	369	0	0	369	0	0	0	0	0	50	0	0	0	0
csrC	csrC	ncRNA	0	0	50	0	0	245	0	0	245	0	0	0	0	0	50	0	0	0	0
csrD	csrD	mRNA	0	0	50	0	0	1941	0	0	1941	0	0	0	0	0	50	0	0	0	0
cstA	cstA	mRNA	0	0	50	0	0	2106	0	0	2106	0	0	0	0	0	50	0	0	0	0
cueO	cueO	mRNA	0	0	50	0	0	1551	0	0	1551	0	0	0	0	0	50	0	0	0	0
cueR	cueR	mRNA	0	0	50	0	0	408	0	0	408	0	0	0	0	0	50	0	0	0	0
cusA	cusA	mRNA	0	0	50	2	0	3144	0	0	3144	0	0	0	0	0	50	0	2	0	0
cusB	cusB	mRNA	0	0	50	0	0	1224	0	0	1224	0	0	0	0	0	50	0	0	0	0
cusC	cusC	mRNA	0	0	50	0	0	1374	0	0	1374	0	0	0	0	0	50	0	0	0	0
cusF	cusF	mRNA	0	0	50	0	0	333	0	0	333	0	0	0	0	0	50	0	0	0	0
cusR	cusR	mRNA	0	0	50	0	0	684	0	0	684	0	0	0	0	0	50	0	0	0	0
cusS	cusS	mRNA	0	0	50	0	0	1443	0	0	1443	0	0	0	0	0	50	0	0	0	0
cutA	cutA	mRNA	0	0	50	0	0	339	0	0	339	0	0	0	0	0	50	0	0	0	0
cutC	cutC	mRNA	0	0	50	0	0	747	0	0	747	0	0	0	0	0	50	0	0	0	0
cvpA	cvpA	mRNA	0	0	50	0	0	489	0	0	489	0	0	0	0	0	50	0	0	0	0
cvrA	cvrA	mRNA	0	0	50	0	0	1737	0	0	1737	0	0	0	0	0	50	0	0	0	0
cyaA	cyaA	mRNA	0	0	50	0	0	2547	0	0	2547	0	0	0	0	0	50	0	0	0	0
cyaR	cyaR	ncRNA	0	0	50	0	0	87	0	0	87	0	0	0	0	0	50	0	0	0	0
cyaY	cyaY	mRNA	0	0	50	0	0	321	0	0	321	0	0	0	0	0	50	0	0	0	0
cybB	cybB	mRNA	0	0	50	0	0	531	0	0	531	0	0	0	0	0	50	0	0	0	0
cycA	cycA	mRNA	0	0	50	0	0	1413	0	0	1413	0	0	0	0	0	50	0	0	0	0
cydA	cydA	mRNA	0	0	50	0	0	1569	0	0	1569	0	0	0	0	0	50	0	0	0	0
cydB	cydB	mRNA	0	0	50	0	0	1140	0	0	1140	0	0	0	0	0	50	0	0	0	0
cydC	cydC	mRNA	0	0	50	0	0	1722	0	0	1722	0	0	0	0	0	50	0	0	0	0
cydD	cydD	mRNA	0	0	50	0	0	1767	0	0	1767	0	0	0	0	0	50	0	0	0	0
cynR	cynR	mRNA	0	0	50	0	0	900	0	0	900	0	0	0	0	0	50	0	0	0	0
cynS	cynS	mRNA	0	0	50	0	0	471	0	0	471	0	0	0	0	0	50	0	0	0	0
cynT	cynT	mRNA	0	0	50	0	0	660	0	0	660	0	0	0	0	0	50	0	0	0	0
cynX	cynX	mRNA	0	0	50	0	0	1155	0	0	1155	0	0	0	0	0	50	0	0	0	0
cyoA	cyoA	mRNA	0	0	50	0	0	948	0	0	948	0	0	0	0	0	50	0	0	0	0
cyoB	cyoB	mRNA	0	0	50	0	0	1992	0	0	1992	0	0	0	0	0	50	0	0	0	0
cyoC	cyoC	mRNA	0	0	50	0	0	615	0	0	615	0	0	0	0	0	50	0	0	0	0
cyoD	cyoD	mRNA	0	0	50	0	0	330	0	0	330	0	0	0	0	0	50	0	0	0	0
cyoE	cyoE	mRNA	0	0	50	0	0	891	0	0	891	0	0	0	0	0	50	0	0	0	0
cysA	cysA	mRNA	0	0	50	0	0	1098	0	0	1098	0	0	0	0	0	50	0	0	0	0
cysB	cysB	mRNA	0	0	50	0	0	975	0	0	975	0	0	0	0	0	50	0	0	0	0
cysC	cysC	mRNA	0	0	50	0	0	606	0	0	606	0	0	0	0	0	50	0	0	0	0
cysD	cysD	mRNA	0	0	50	0	0	909	0	0	909	0	0	0	0	0	50	0	0	0	0
cysE	cysE	mRNA	0	0	50	0	0	822	0	0	822	0	0	0	0	0	50	0	0	0	0
cysG	cysG	mRNA	0	0	50	0	0	1374	0	0	1374	0	0	0	0	0	50	0	0	0	0
cysH	cysH	mRNA	0	0	50	0	0	735	0	0	735	0	0	0	0	0	50	0	0	0	0
cysI	cysI	mRNA	0	0	50	0	0	1713	0	0	1713	0	0	0	0	0	50	0	0	0	0
cysJ	cysJ	mRNA	0	0	50	0	0	1800	0	0	1800	0	0	0	0	0	50	0	0	0	0
cysK	cysK	mRNA	0	0	50	0	0	972	0	0	972	0	0	0	0	0	50	0	0	0	0
cysM	cysM	mRNA	0	0	50	0	0	912	0	0	912	0	0	0	0	0	50	0	0	0	0
cysN	cysN	mRNA	0	0	50	0	0	1428	0	0	1428	0	0	0	0	0	50	0	0	0	0
cysP	cysP	mRNA	0	0	50	0	0	1017	0	0	1017	0	0	0	0	0	50	0	0	0	0
cysQ	cysQ	mRNA	0	0	50	0	0	741	0	0	741	0	0	0	0	0	50	0	0	0	0
cysS	cysS	mRNA	0	0	50	0	0	1386	0	0	1386	0	0	0	0	0	50	0	0	0	0
cysT	cysT	tRNA	0	0	50	0	0	74	0	0	74	0	0	0	0	0	50	0	0	0	0
cysU	cysU	mRNA	0	0	50	0	0	834	0	0	834	0	0	0	0	0	50	0	0	0	0
cysW	cysW	mRNA	0	0	50	0	0	876	0	0	876	0	0	0	0	0	50	0	0	0	0
cysZ	cysZ	mRNA	0	0	50	0	0	762	0	0	762	0	0	0	0	0	50	0	0	0	0
cytR	cytR	mRNA	0	0	50	0	0	1026	0	0	1026	0	0	0	0	0	50	0	0	0	0
dacA	dacA	mRNA	0	0	50	0	0	1212	0	0	1212	0	0	0	0	0	50	0	0	0	0
dacB	dacB	mRNA	0	0	50	0	0	1434	0	0	1434	0	0	0	0	0	50	0	0	0	0
dacC	dacC	mRNA	0	0	50	0	0	1203	0	0	1203	0	0	0	0	0	50	0	0	0	0
dacD	dacD	mRNA	0	0	50	0	0	1167	0	0	1167	0	0	0	0	0	50	0	0	0	0
dadA	dadA	mRNA	0	0	50	0	0	1299	0	0	1299	0	0	0	0	0	50	0	0	0	0
dadX	dadX	mRNA	0	0	50	0	0	1071	0	0	1071	0	0	0	0	0	50	0	0	0	0
dam	dam	mRNA	0	0	50	0	0	837	0	0	837	0	0	0	0	0	50	0	0	0	0
damX	damX	mRNA	0	0	50	0	0	1287	0	0	1287	0	0	0	0	0	50	0	0	0	0
dapA	dapA	mRNA	0	0	50	1	0	879	0	0	879	0	0	0	0	0	50	0	1	0	0
dapB	dapB	mRNA	0	0	50	0	0	822	0	0	822	0	0	0	0	0	50	0	0	0	0
dapD	dapD	mRNA	0	0	50	0	0	825	0	0	825	0	0	0	0	0	50	0	0	0	0
dapE	dapE	mRNA	0	0	50	0	0	1128	0	0	1128	0	0	0	0	0	50	0	0	0	0
dapF	dapF	mRNA	0	0	50	0	0	825	0	0	825	0	0	0	0	0	50	0	0	0	0
dbpA	dbpA	mRNA	0	0	50	0	0	1374	0	0	1374	0	0	0	0	0	50	0	0	0	0
dcd	dcd	mRNA	0	0	50	0	0	582	0	0	582	0	0	0	0	0	50	0	0	0	0
dcm	dcm	mRNA	0	0	50	0	0	1419	0	0	1419	0	0	0	0	0	50	0	0	0	0
dcp	dcp	mRNA	0	0	50	0	0	2046	0	0	2046	0	0	0	0	0	50	0	0	0	0
dcrB	dcrB	mRNA	0	0	50	0	0	558	0	0	558	0	0	0	0	0	50	0	0	0	0
dctA	dctA	mRNA	0	0	50	0	0	1287	0	0	1287	0	0	0	0	0	50	0	0	0	0
dctR	dctR	mRNA	0	0	50	0	0	531	0	0	531	0	0	0	0	0	50	0	0	0	0
dcuA	dcuA	mRNA	0	0	50	0	0	1302	0	0	1302	0	0	0	0	0	50	0	0	0	0
dcuB	dcuB	mRNA	0	0	50	0	0	1341	0	0	1341	0	0	0	0	0	50	0	0	0	0
dcuC	dcuC	mRNA	0	0	50	0	0	1386	0	0	1386	0	0	0	0	0	50	0	0	0	0
dcuD	dcuD	mRNA	0	0	50	0	0	1368	0	0	1368	0	0	0	0	0	50	0	0	0	0
dcuR	dcuR	mRNA	0	0	50	0	0	720	0	0	720	0	0	0	0	0	50	0	0	0	0
dcuS	dcuS	mRNA	0	0	50	0	0	1632	0	0	1632	0	0	0	0	0	50	0	0	0	0
dcyD	dcyD	mRNA	0	0	50	0	0	987	0	0	987	0	0	0	0	0	50	0	0	0	0
ddlA	ddlA	mRNA	0	0	50	0	0	1095	0	0	1095	0	0	0	0	0	50	0	0	0	0
ddlB	ddlB	mRNA	0	0	50	0	0	921	0	0	921	0	0	0	0	0	50	0	0	0	0
ddpA	ddpA	mRNA	0	0	50	0	0	1551	0	0	1551	0	0	0	0	0	50	0	0	0	0
ddpB	ddpB	mRNA	0	0	50	1	0	1023	0	0	1023	0	0	0	0	0	50	0	1	0	0
ddpC	ddpC	mRNA	0	0	50	0	0	897	0	0	897	0	0	0	0	0	50	0	0	0	0
ddpD	ddpD	mRNA	0	0	50	0	0	987	0	0	987	0	0	0	0	0	50	0	0	0	0
ddpF	ddpF	mRNA	0	0	50	0	0	927	0	0	927	0	0	0	0	0	50	0	0	0	0
ddpX	ddpX	mRNA	0	0	50	0	0	582	0	0	582	0	0	0	0	0	50	0	0	0	0
deaD	deaD	mRNA	0	0	50	0	0	1890	0	0	1890	0	0	0	0	0	50	0	0	0	0
dedA	dedA	mRNA	0	0	50	0	0	660	0	0	660	0	0	0	0	0	50	0	0	0	0
dedD	dedD	mRNA	0	0	50	0	0	663	0	0	663	0	0	0	0	0	50	0	0	0	0
def	def	mRNA	0	0	50	0	0	510	0	0	510	0	0	0	0	0	50	0	0	0	0
degP	degP	mRNA	0	0	50	0	0	1425	0	0	1425	0	0	0	0	0	50	0	0	0	0
degQ	degQ	mRNA	0	0	50	0	0	1368	0	0	1368	0	0	0	0	0	50	0	0	0	0
degS	degS	mRNA	0	0	50	0	0	1068	0	0	1068	0	0	0	0	0	50	0	0	0	0
deoA	deoA	mRNA	0	0	50	0	0	1323	0	0	1323	0	0	0	0	0	50	0	0	0	0
deoB	deoB	mRNA	0	0	50	1	0	1224	1	0	1224	0	0	0	0	0	50	0	1	0	0
deoC	deoC	mRNA	0	0	50	0	0	780	0	0	780	0	0	0	0	0	50	0	0	0	0
